id,type,name,size_type,premium_yn,wild_yn,group_type,samsung_yn,delete_yn,created_at,updated_at
1585,강아지,저먼헌트테리어,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1586,강아지,제페니즈미들사이즈도그,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1587,강아지,차우차우,미분류,n,n,그룹2,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1588,강아지,체서피크베이리트리버,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1589,강아지,체스키테리어,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1590,강아지,체스키포섹,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1591,강아지,체코울프독,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1592,강아지,"케인코르소 (카네코르소)",미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1593,강아지,카레리언베어라이카,미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1594,강아지,카렐로-피니쉬라이카,미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1595,강아지,카오다세라데아이레스,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1596,강아지,카오데카스트로라보레이로,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1597,강아지,카탈란쉽독,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1598,강아지,"캉갈도그 (캉갈)",미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1599,강아지,string,대형견,n,n,그룹1,n,n,"2021-09-07 12:40:47","2021-09-13 05:25:36"
1600,강아지,케니스팬더,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1601,강아지,케이넌도그,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1602,강아지,코몬도르,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1603,강아지,코카시안오브차카,미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1604,강아지,콜리,미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1605,강아지,쿠바스,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1606,강아지,크라스키오브카,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1607,강아지,크로아티안쉽독,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1608,강아지,크롬포흘뢴더,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1609,강아지,클럼버스파니엘,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1610,강아지,텔로미언,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1611,강아지,토이폭스테리어,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1612,강아지,트랜실바니안하운드,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1613,강아지,트링워커쿤하운드,미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1614,강아지,티롤러브라케,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1615,강아지,파라오하운드,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1616,강아지,파슨러셀테리어,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1617,강아지,포르셀엔,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1618,강아지,포르투갈워터도그,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1619,강아지,포브드브르타뉴,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1620,강아지,포인터,미분류,n,n,그룹없음,NULL,n,"2021-09-07 12:40:47","2022-02-07 11:28:00"
1621,강아지,폭스테리어(스무드),미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1622,강아지,폴리쉬그레이하운드,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1623,강아지,폴리쉬하운드,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1624,강아지,폼스키,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1625,강아지,폼피츠,미분류,n,n,그룹없음,NULL,n,"2021-09-07 12:40:47","2022-03-23 13:46:29"
1626,강아지,푸델포인터,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1627,강아지,푸미,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1628,강아지,프와트뱅,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1629,강아지,프티브라반숑,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1630,강아지,플롯하운드,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1631,강아지,피니쉬하운드,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1632,강아지,피니시스피츠,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1633,강아지,피레니안마스티프,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1634,강아지,필드스파니엘,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1635,강아지,필라브라질레이로,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1636,강아지,하이젠훈트,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1637,강아지,할델스퇴바레,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1638,강아지,해리어,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1639,강아지,해밀톤스퇴바레,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1640,강아지,허배너스,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1641,강아지,호르타이,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1642,강아지,호바와트,미분류,n,n,NULL,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1643,강아지,스태퍼드셔불테리어_잡종,대형견,y,y,그룹없음,NULL,n,"2021-09-07 12:40:47","2022-03-10 09:01:15"
1644,강아지,아메리칸스태퍼드셔테리어_잡종,대형견,y,y,그룹없음,NULL,n,"2021-09-07 12:40:47","2022-02-04 10:32:05"
1645,강아지,도사견_잡종,대형견,y,y,그룹없음,NULL,n,"2021-09-07 12:40:47","2022-01-06 16:37:36"
1646,강아지,로트와일러(롯트바일러)_잡종,대형견,y,y,그룹없음,NULL,n,"2021-09-07 12:40:47","2021-12-29 09:15:36"
1647,강아지,아메리칸핏불테리어_잡종,대형견,y,y,그룹없음,NULL,n,"2021-09-07 12:40:47","2021-11-25 15:53:57"
1648,강아지,교잡종,미분류,n,n,그룹2,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1649,강아지,미텔스피츠,미분류,n,n,그룹1,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1650,강아지,클라인스피츠,미분류,n,n,그룹1,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1651,강아지,꼬똥드똘레아,미분류,n,n,그룹2,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
1652,강아지,기쥬,미분류,n,n,그룹3,NULL,n,"2021-09-07 12:40:47","2021-09-12 03:00:38"
2001,고양이,기타/해당없음/믹스고양이,미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2021-11-15 13:58:19"
2002,고양이,네벨룽,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2003,고양이,노르웨이숲,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2004,고양이,네바마스커레이드,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2005,고양이,데본렉스,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2006,고양이,돈스코이,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2007,고양이,라가머핀,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2008,고양이,라이코이,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2009,고양이,라팜(라펌),NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2010,고양이,라팜(라펌)숏헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2011,고양이,랙돌(래그돌),NULL,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2021-12-17 18:59:07"
2012,고양이,러시안블루,미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2021-12-01 16:03:11"
2013,고양이,맹크스,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2014,고양이,먼치킨,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2015,고양이,먼치킨롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2016,고양이,메인쿤,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2017,고양이,메인쿤폴리델틱,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2018,고양이,미뉴에트,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2019,고양이,미뉴에트롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2020,고양이,발리니즈,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2021,고양이,버만,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2022,고양이,버미즈(버마고양이),NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2023,고양이,버밀라,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2024,고양이,버밀라롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2025,고양이,벵갈,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2026,고양이,벵갈롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2027,고양이,봄베이,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2028,고양이,브리티쉬롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2029,고양이,브리티쉬숏헤어,미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2022-02-25 15:45:42"
2030,고양이,사바나캣,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2031,고양이,샤르트뢰(샤트룩스),NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2032,고양이,샴(샤미즈),미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2022-11-17 09:37:23"
2033,고양이,세렝게티,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2034,고양이,셀커크렉스,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2035,고양이,셀커크렉스롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2036,고양이,소말리,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2037,고양이,소이거,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2038,고양이,스노우슈,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2039,고양이,스코티쉬스트레이트,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2040,고양이,스코티쉬폴드,NULL,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2022-05-07 10:39:51"
2041,고양이,스핑크스,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2042,고양이,시베리안,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2043,고양이,시베리안숲,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2044,고양이,싱가푸라,미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2023-02-13 11:33:41"
2045,고양이,씸릭(킴릭),NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2046,고양이,아메리칸밥테일,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2047,고양이,아메리칸숏헤어,미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2022-11-17 09:36:56"
2048,고양이,아메리칸와이어헤어,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2049,고양이,아메리칸컬,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2050,고양이,아비시니안,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2051,고양이,엑조틱숏헤어,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2052,고양이,오리엔탈숏헤어,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2053,고양이,오리엔탈롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2054,고양이,오스트레일리안미스트,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2055,고양이,오시캣,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2056,고양이,요크초콜릿,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2057,고양이,유러피안버미즈,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2058,고양이,유러피안숏헤어,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2059,고양이,이집션마우,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2060,고양이,자바니즈,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2061,고양이,재패니즈밥테일,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2062,고양이,재패니즈밥테일롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2063,고양이,차이니스리와우,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2064,고양이,쵸시,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2065,고양이,카오마니,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2066,고양이,캘리포니아스팽글드,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2067,고양이,컬러포인트숏헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2068,고양이,코니시렉스,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2069,고양이,코랏(코랫),NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:10","2021-09-07 12:57:10"
2070,고양이,코리안숏헤어,미분류,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:10","2021-12-01 16:12:12"
2071,고양이,쿠릴리안밥테일,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2072,고양이,쿠릴리안밥테일롱헤어,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2073,고양이,타이캣,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2074,고양이,터키쉬반,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2075,고양이,터키쉬앙고라,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2076,고양이,토이거,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2077,고양이,통키니즈,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2078,고양이,티파니,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2079,고양이,페르시안,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2080,고양이,페르시안친칠라,NULL,NULL,NULL,그룹없음,y,n,"2021-09-07 12:57:11","2021-11-01 22:26:48"
2081,고양이,피터볼드,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-09-07 12:57:11"
2082,고양이,픽시밥,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:11","2021-11-08 20:46:54"
2083,고양이,하바나브라운,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-11-08 20:46:54"
2084,고양이,하이랜더,NULL,NULL,NULL,NULL,n,n,"2021-09-07 12:57:11","2021-11-08 20:46:54"
2085,고양이,히말라얀,NULL,NULL,NULL,NULL,y,n,"2021-09-07 12:57:11","2021-11-08 20:46:54"
